name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;646;0;740;3109;1844;3109;1564;0
header;232;163;232;205;1861;205;1861;163
A;1520;134;1520;136;1522;136;1522;134
A;1043;225;1043;251;1062;251;1062;225
A;1054;629;1054;629;1054;629;1054;629
A;944;642;944;642;944;642;944;642
B;1040;889;1040;916;1059;916;1059;889
B;1253;1549;1253;1574;1267;1574;1267;1549
C;1030;1561;1030;1589;1051;1589;1051;1561
B;1249;1797;1249;1810;1257;1810;1257;1797
A;1510;2103;1510;2110;1516;2110;1516;2103
D;1034;2227;1034;2254;1055;2254;1055;2227
B;1635;2342;1635;2354;1643;2354;1643;2342
A;1708;2734;1708;2741;1715;2741;1715;2734
A;1663;2921;1663;2922;1665;2922;1665;2921
